doi,title,publisher,publication_year,cited_by_count,pdf_url,open_access,download_status
10.1557/opl.2015.74,Area-Selective Electroless Deposition of Gold Nanostructures on SiC Using Focused-Ion-Beam Preprocessing,Cambridge University Press,2015,4,,False,Pending
10.1557/adv.2016.415,Silver Growth on AFM Tip Apexes from Silver Nitrate Solutions Triggered by Focused-Ion-Beam Irradiation,Springer Science+Business Media,2016,4,,False,Pending
10.1109/pvsc.2016.7750356,Atomic-layer deposited passivation schemes for c-Si solar cells,,2016,4,,False,Pending
10.1680/jsuin.15.00010,Area-selective epoxy coatings by DBD-PECVD in 3D cavities for protein coupling,Surface Innovations,2015,4,,False,Pending
10.1166/nnl.2015.1945,&lt;I&gt;μ&lt;/I&gt;Plasma Printing Deposition of Amine-Containing Organo-Silane Polymers by Means of 3-Aminopropyl Trimethoxysilane,American Scientific Publishers,2015,4,,False,Pending
10.1088/0957-4484/27/26/265301,Sub-5 nm nanostructures fabricated by atomic layer deposition using a carbon nanotube template,IOP Publishing,2016,3,,False,Pending
10.1149/06443.0001ecst,Methods of Patterned Mist Deposition of Nano-Crystalline Quantum Dot Films,Institute of Physics,2015,2,,False,Pending
10.1557/adv.2016.202,Pre-Patterned CVD Graphene: Insights on ALD deposition parameters and their influence on Al2O3 and graphene layers,Springer Science+Business Media,2016,2,,False,Pending
10.1021/acsami.5b00448,Carbon Quantum Dots and Applications in Photocatalytic Energy Conversion,American Chemical Society,2015,714,,False,Pending
10.1007/s00604-015-1705-3,"A review on syntheses, properties, characterization and bioanalytical applications of fluorescent carbon dots",Springer Science+Business Media,2015,675,,False,Pending
10.1039/c4ee00450g,Enhanced photoelectrochemical water-splitting performance of semiconductors by surface passivation layers,Royal Society of Chemistry,2014,601,https://pubs.rsc.org/en/content/articlepdf/2014/ee/c4ee00450g,True,Pending
10.1021/ja504310w,High-Efficiency “Green” Quantum Dot Solar Cells,American Chemical Society,2014,599,,False,Pending
10.1116/1.4913379,Overview of atomic layer etching in the semiconductor industry,American Institute of Physics,2015,573,https://avs.scitation.org/doi/pdf/10.1116/1.4913379,True,Pending
10.1109/led.2015.2512279,Field-Plated Ga<sub>2</sub>O<sub>3</sub>MOSFETs With a Breakdown Voltage of Over 750 V,Institute of Electrical and Electronics Engineers,2015,511,,False,Pending
10.1016/j.solmat.2015.06.055,The Passivated Emitter and Rear Cell (PERC): From conception to mass production,Elsevier BV,2015,428,,False,Pending
10.1021/nn504856g,Conformal Organohalide Perovskites Enable Lasing on Spherical Resonators,American Chemical Society,2014,356,,True,Pending
10.1103/physrevb.90.155405,Band alignment of semiconductors from density-functional theory and many-body perturbation theory,American Physical Society,2014,338,,False,Pending
10.1080/10643389.2015.1061874,Study on the removal of heavy metal ions from industry waste by carbon nanotubes: Effect of the surface modification: a review,Taylor & Francis,2015,331,,False,Pending
10.1021/acs.accounts.5b00168,Surface-Catalyzed C–C Covalent Coupling Strategies toward the Synthesis of Low-Dimensional Carbon-Based Nanostructures,American Chemical Society,2015,306,,False,Pending
10.1021/acsami.5b03800,2D Hybrid Nanostructure of Reduced Graphene Oxide–CdS Nanosheet for Enhanced Photocatalysis,American Chemical Society,2015,277,,False,Pending
10.1021/ja5006288,Lead Halide Perovskites and Other Metal Halide Complexes As Inorganic Capping Ligands for Colloidal Nanocrystals,American Chemical Society,2014,271,https://pubs.acs.org/doi/pdf/10.1021/ja5006288,True,Pending
10.1002/adma.201404314,Extremely Stable Platinum Nanoparticles Encapsulated in a Zirconia Nanocage by Area‐Selective Atomic Layer Deposition for the Oxygen Reduction Reaction,Advanced Materials,2014,270,,False,Pending
10.1364/oe.24.00a312,Luminescent colloidal carbon dots: optical properties and effects of doping [Invited],Optica Publishing Group,2015,270,,True,Pending
10.1002/adom.201400184,Highly Efficient Light‐Emitting Diode of Graphene Quantum Dots Fabricated from Graphite Intercalation Compounds,Wiley,2014,264,,False,Pending
10.1021/nn406628s,Toward Structurally Defined Carbon Dots as Ultracompact Fluorescent Probes,American Chemical Society,2014,243,,False,Pending
10.1002/cvde.201402012,A Short History of Atomic Layer Deposition: Tuomo Suntola's Atomic Layer Epitaxy,Wiley,2014,226,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cvde.201402012,True,Pending
10.1021/jp5114152,"Structural, Electronic, and Magnetic Properties of Adatom Adsorptions on Black and Blue Phosphorene: A First-Principles Study",American Chemical Society,2015,216,,False,Pending
10.1021/ja501513t,Efficient and Sustained Photoelectrochemical Water Oxidation by Cobalt Oxide/Silicon Photoanodes with Nanotextured Interfaces,American Chemical Society,2014,213,,False,Pending
10.1021/acs.jpcc.5b01819,Theoretical and Experimental Study on M<sup>II</sup>M<sup>III</sup>-Layered Double Hydroxides as Efficient Photocatalysts toward Oxygen Evolution from Water,American Chemical Society,2015,209,,False,Pending
10.1021/ar500215v,"Solution Synthesis, Optical Properties, and Bioimaging Applications of Silicon Nanocrystals",American Chemical Society,2014,207,,False,Pending
10.1021/am506351u,Modulating the Interface Quality and Electrical Properties of HfTiO/InGaAs Gate Stack by Atomic-Layer-Deposition-Derived Al<sub>2</sub>O<sub>3</sub> Passivation Layer,American Chemical Society,2014,202,,False,Pending
10.1016/j.apcatb.2015.05.060,Integrating CdS quantum dots on hollow graphitic carbon nitride nanospheres for hydrogen evolution photocatalysis,Elsevier BV,2015,197,,False,Pending
10.1016/j.nanoen.2014.12.037,Au nanoparticles sensitized ZnO nanorod@nanoplatelet core–shell arrays for enhanced photoelectrochemical water splitting,Elsevier BV,2015,194,,False,Pending
10.2174/1385272819666150730220948,Carbon Quantum Dots: Surface Passivation and Functionalization,Bentham Science Publishers,2015,191,,False,Pending
10.1021/acsami.5b07065,A Facile Surface Passivation of Hematite Photoanodes with TiO<sub>2</sub> Overlayers for Efficient Solar Water Splitting,American Chemical Society,2015,189,,False,Pending
10.1016/j.apcatb.2014.07.024,Selective transport of electron and hole among {0 0 1} and {1 1 0} facets of BiOCl for pure water splitting,Elsevier BV,2014,178,,False,Pending
10.1063/1.4884828,C-H surface diamond field effect transistors for high temperature (400 °C) and high voltage (500 V) operation,American Institute of Physics,2014,178,,False,Pending
10.1109/led.2014.2323951,The Effect of Dielectric Capping on Few-Layer Phosphorene Transistors: Tuning the Schottky Barrier Heights,Institute of Electrical and Electronics Engineers,2014,173,,False,Pending
10.1002/aenm.201502021,Improving Film Formation and Photovoltage of Highly Efficient Inverted‐Type Perovskite Solar Cells through the Incorporation of New Polymeric Hole Selective Layers,Wiley,2015,173,,False,Pending
10.1021/ja5107145,Controlling the Metal to Semiconductor Transition of MoS<sub>2</sub> and WS<sub>2</sub> in Solution,American Chemical Society,2015,171,,True,Pending
10.3390/ma7042913,Emerging Applications for High K Materials in VLSI Technology,Multidisciplinary Digital Publishing Institute,2014,165,https://www.mdpi.com/1996-1944/7/4/2913/pdf?version=1397133253,True,Pending
10.1021/jacs.5b06643,Seed Crystal Homogeneity Controls Lateral and Vertical Heteroepitaxy of Monolayer MoS<sub>2</sub> and WS<sub>2</sub>,American Chemical Society,2015,165,,False,Pending
10.1021/ar5004175,Photosynthetic Water Oxidation: Insights from Manganese Model Chemistry,American Chemical Society,2015,160,,False,Pending
10.1038/ncomms8636,Dichroic spin–valley photocurrent in monolayer molybdenum disulphide,Nature Portfolio,2015,157,https://www.nature.com/articles/ncomms8636.pdf,True,Pending
10.1149/2.0021506jss,Atomic Layer Etching: An Industry Perspective,Institute of Physics,2015,154,,True,Pending
10.1021/cs500697w,CO<sub>2</sub> Reduction to Methanol on TiO<sub>2</sub>-Passivated GaP Photocatalysts,American Chemical Society,2014,152,,False,Pending
10.1021/jp506133y,Improved Stability of Polycrystalline Bismuth Vanadate Photoanodes by Use of Dual-Layer Thin TiO<sub>2</sub>/Ni Coatings,American Chemical Society,2014,147,,False,Pending
10.1002/smll.201402262,Effect of Surface Coating on the Photocatalytic Function of Hybrid CdS-Au Nanorods,Wiley,2014,138,,True,Pending
10.1021/am502671s,Facile Fabrication of a Well-Ordered Porous Cu-Doped SnO<sub>2</sub> Thin Film for H<sub>2</sub>S Sensing,American Chemical Society,2014,125,,False,Pending
10.1021/jp502669f,A New Resist for Area Selective Atomic and Molecular Layer Deposition on Metal–Dielectric Patterns,American Chemical Society,2014,120,,False,Pending
10.1021/am504441e,Improving Area-Selective Molecular Layer Deposition by Selective SAM Removal,American Chemical Society,2014,59,,False,Pending
10.1016/j.optcom.2014.09.038,Saturable optical absorption in MoS2 nano-sheet optically deposited on the optical fiber facet,Elsevier BV,2014,40,,False,Pending
10.1038/srep04458,Application of three-dimensionally area-selective atomic layer deposition for selectively coating the vertical surfaces of standing nanopillars,Nature Portfolio,2014,31,https://www.nature.com/articles/srep04458.pdf,True,Pending
10.1021/am505221g,Polymer-Confined Colloidal Monolayer: A Reusable Soft Photomask for Rapid Wafer-Scale Nanopatterning,American Chemical Society,2014,24,,False,Pending
10.1016/j.jaerosci.2014.06.001,Area-selective deposition of charged particles derived from colloidal aerosol droplets on a surface with different hydrophilic levels,Elsevier BV,2014,5,,False,Pending
10.1116/1.4902560,Characterization of Ru thin films from a novel CVD/atomic layer deposition precursor “Rudense” for capping layer of Cu interconnects,American Institute of Physics,2014,5,,False,Pending
10.1166/jnn.2015.10253,Electroless Cu Plating on Anodized Al Substrate for High Power LED,American Scientific Publishers,2014,5,,False,Pending
10.1108/mi-12-2012-0084,Fabrication and characterization of a single-bridge nanorod between microgap electrodes,Emerald Publishing Limited,2014,3,,False,Pending
10.1021/ja308463r,"Are MXenes Promising Anode Materials for Li Ion Batteries? Computational Studies on Electronic Properties and Li Storage Capability of Ti<sub>3</sub>C<sub>2</sub> and Ti<sub>3</sub>C<sub>2</sub>X<sub>2</sub> (X = F, OH) Monolayer",American Chemical Society,2012,2148,,False,Pending
10.1002/adfm.201202502,Novel Electronic and Magnetic Properties of Two‐Dimensional Transition Metal Carbides and Nitrides,Wiley,2012,1877,,False,Pending
10.1039/c3cs60273g,"Chemical modifications and bioconjugate reactions of nanomaterials for sensing, imaging, drug delivery and therapy",Royal Society of Chemistry,2013,1147,,False,Pending
10.1021/ja210755h,Water Oxidation at Hematite Photoelectrodes: The Role of Surface States,American Chemical Society,2012,1014,,True,Pending
10.1021/nl4018385,Au Nanostructure-Decorated TiO<sub>2</sub> Nanowires Exhibiting Photoactivity Across Entire UV-visible Region for Photoelectrochemical Water Splitting,American Chemical Society,2013,857,,False,Pending
10.1063/1.4821858,Depletion-mode Ga2O3 metal-oxide-semiconductor field-effect transistors on β-Ga2O3 (010) substrates and temperature dependence of their device characteristics,American Institute of Physics,2013,692,,False,Pending
10.1021/ja306427f,Photoelectrochemical and Impedance Spectroscopic Investigation of Water Oxidation with “Co–Pi”-Coated Hematite Electrodes,American Chemical Society,2012,688,,False,Pending
10.1016/j.apcatb.2013.04.035,A review on non metal ion doped titania for the photocatalytic degradation of organic pollutants under UV/solar light: Role of photogenerated charge carrier dynamics in enhancing the activity,Elsevier BV,2013,614,,False,Pending
10.1002/anie.201206534,Construction of Conjugated Carbon Nitride Nanoarchitectures in Solution at Low Temperatures for Photoredox Catalysis,Wiley,2012,581,,False,Pending
10.1016/j.carbon.2013.02.046,Current understanding of the growth of carbon nanotubes in catalytic chemical vapour deposition,Elsevier BV,2013,551,,True,Pending
10.1039/c2cs35286a,"Single molecule sensing with solid-state nanopores: novel materials, methods, and applications",Royal Society of Chemistry,2012,484,,False,Pending
10.1038/nphoton.2012.265,Highly efficient water splitting by a dual-absorber tandem cell,Nature Portfolio,2012,475,,True,Pending
10.1021/ja309523t,Using TiO<sub>2</sub> as a Conductive Protective Layer for Photocathodic H<sub>2</sub> Evolution,American Chemical Society,2013,458,,False,Pending
10.1016/j.rser.2013.05.038,"Performance, materials and coating technologies of thermochromic thin films on smart windows",Elsevier BV,2013,386,,False,Pending
10.1016/j.commatsci.2012.07.011,"Graphene-like titanium carbides and nitrides Tin+1Cn, Tin+1Nn (n=1, 2, and 3) from de-intercalated MAX phases: First-principles probing of their structural, electronic properties and relative stability",Elsevier BV,2012,379,,False,Pending
10.1016/j.jphotochemrev.2012.09.004,Nanomaterials formulations for photothermal and photodynamic therapy of cancer,Elsevier BV,2012,348,,False,Pending
10.1103/physrevb.87.085423,"Adsorption of alkali, alkaline-earth, and 3<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>d</mml:mi></mml:math>transition metal atoms on silicene",American Physical Society,2013,317,,True,Pending
10.1021/jp4064802,"Defect-Mediated Growth of Noble-Metal (Ag, Pt, and Pd) Nanoparticles on TiO<sub>2</sub> with Oxygen Vacancies for Photocatalytic Redox Reactions under Visible Light",American Chemical Society,2013,295,,False,Pending
10.1038/lsa.2013.3,Surface brightens up Si quantum dots: direct bandgap-like size-tunable emission,Springer Nature,2013,294,https://www.nature.com/articles/lsa20133.pdf,True,Pending
10.1021/nn400826h,Quantum Confinement Controls Photocatalysis: A Free Energy Analysis for Photocatalytic Proton Reduction at CdSe Nanocrystals,American Chemical Society,2013,270,,False,Pending
10.1021/cm303502b,Anatase TiO<sub>2</sub> Single Crystals Exposed with High-Reactive {111} Facets Toward Efficient H<sub>2</sub> Evolution,American Chemical Society,2013,265,,False,Pending
10.1021/ja410592d,Versatile Photocatalytic Systems for H<sub>2</sub> Generation in Water Based on an Efficient DuBois-Type Nickel Catalyst,American Chemical Society,2013,255,,True,Pending
10.1016/j.ccr.2013.08.030,Recent progress in the bioconjugation of quantum dots,Elsevier BV,2013,216,,False,Pending
10.1016/j.surfrep.2013.01.002,Interface engineering and chemistry of Hf-based high-k dielectrics on III–V substrates,Elsevier BV,2013,205,,False,Pending
10.1016/j.bios.2012.09.025,Applications of quantum dots as probes in immunosensing of small-sized analytes,Elsevier BV,2012,195,,True,Pending
10.1038/lsa.2012.20,Metallic subwavelength-cavity semiconductor nanolasers,Springer Nature,2012,193,https://www.nature.com/articles/lsa201220.pdf,True,Pending
10.1021/jp210033y,Interfacial Charge Carrier Dynamics of the Three-Component In<sub>2</sub>O<sub>3</sub>–TiO<sub>2</sub>–Pt Heterojunction System,American Chemical Society,2012,178,,False,Pending
10.1109/led.2013.2286090,High-Quality Interface in ${\rm Al}_{2}{\rm O}_{3}/{\rm GaN}/{\rm GaN}/{\rm AlGaN}/{\rm GaN}$ MIS Structures With In Situ Pre-Gate Plasma Nitridation,Institute of Electrical and Electronics Engineers,2013,177,,False,Pending
10.1021/ar400312t,Adsorption and Reactions of O<sub>2</sub> on Anatase TiO<sub>2</sub>,American Chemical Society,2014,174,,False,Pending
10.1103/physrevlett.109.096803,Giant Ambipolar Rashba Effect in the Semiconductor BiTeI,American Physical Society,2012,172,,True,Pending
10.1021/ja409011y,Super-Resolution Mapping of Photogenerated Electron and Hole Separation in Single Metal–Semiconductor Nanocatalysts,American Chemical Society,2014,158,,False,Pending
10.1021/ar300272m,"Multiplex Templating Process in One-Dimensional Nanoscale: Controllable Synthesis, Macroscopic Assemblies, and Applications",American Chemical Society,2013,156,,False,Pending
10.1021/am404397f,SnO<sub>2</sub> Nanoslab as NO<sub>2</sub> Sensor: Identification of the NO<sub>2</sub> Sensing Mechanism on a SnO<sub>2</sub> Surface,American Chemical Society,2013,154,,True,Pending
10.1021/am402096r,Optimization and Stabilization of Electrodeposited Cu<sub>2</sub>ZnSnS<sub>4</sub> Photocathodes for Solar Water Reduction,American Chemical Society,2013,150,,True,Pending
10.1021/jp311207x,Photoelectrochemical Behavior of n-type Si(100) Electrodes Coated with Thin Films of Manganese Oxide Grown by Atomic Layer Deposition,American Chemical Society,2013,145,,False,Pending
10.1021/cm400562u,"Influence of Oxygen Exposure on the Nucleation of Platinum Atomic Layer Deposition: Consequences for Film Growth, Nanopatterning, and Nanoparticle Synthesis",American Chemical Society,2013,142,,False,Pending
10.1021/ja404158r,Photofunctional Construct That Interfaces Molecular Cobalt-Based Catalysts for H<sub>2</sub> Production to a Visible-Light-Absorbing Semiconductor,American Chemical Society,2013,139,,False,Pending
10.1016/j.jcat.2013.04.014,Balancing photovoltage generation and charge-transfer enhancement for catalyst-decorated photoelectrochemical water splitting: A case study of the hematite/MnOx combination,Elsevier BV,2013,135,,False,Pending
10.1039/c2nr30664f,Nanopatterning by direct-write atomic layer deposition,Royal Society of Chemistry,2012,69,,False,Pending
10.1016/j.cplett.2013.03.075,Deposition behavior onto different template structures and step-edge induced area-selective growth of rubrene: A molecular dynamics study,Elsevier BV,2013,11,,False,Pending
10.1039/c2jm32499g,Inkjet-printed gas sensors: metal decorated WO3 nanoparticles and their gas sensing properties,Royal Society of Chemistry,2012,75,,False,Pending
10.1021/am4043195,Area Selective Molecular Layer Deposition of Polyurea Films,American Chemical Society,2013,42,,False,Pending
10.1039/c3nr04968j,"Scalable, flexible and high resolution patterning of CVD graphene",Royal Society of Chemistry,2013,38,,False,Pending
10.7567/jjap.52.01ak05,Nucleation Control of Carbon Nanowalls Using Inductively Coupled Plasma-Enhanced Chemical Vapor Deposition,Institute of Physics,2013,37,,False,Pending
10.1002/adma.201204047,Evolutionary Selection Growth: Towards Template‐Insensitive Preparation of Single‐Crystal Layers,Advanced Materials,2012,31,,False,Pending
10.1021/cm402422e,Area Selective Growth of Titanium Diselenide Thin Films into Micropatterned Substrates by Low-Pressure Chemical Vapor Deposition,American Chemical Society,2013,34,,True,Pending
10.1021/jp307152s,"Robust, High-Density Zinc Oxide Nanoarrays by Nanoimprint Lithography-Assisted Area-Selective Atomic Layer Deposition",American Chemical Society,2012,26,,True,Pending
10.1155/2013/301674,Area‐Selective ZnO Thin Film Deposition on Variable Microgap Electrodes and Their Impact on UV Sensing,Hindawi Publishing Corporation,2013,15,https://downloads.hindawi.com/journals/jnm/2013/301674.pdf,True,Pending
10.1149/05806.0311ecst,Surface Processing for Area Selective Mist Deposition of Nanocrystalline Quantum Dot Films,Institute of Physics,2013,1,,False,Pending
10.6100/ir754694,Atomic layer deposition of platinum : from surface reactions to nanopatterning,Royal Netherlands Academy of Arts and Sciences,2013,2,,True,Pending
10.1021/nl100161z,Light Trapping in Silicon Nanowire Solar Cells,American Chemical Society,2010,2157,,False,Pending
10.1098/rsta.2009.0273,"Surface modification, functionalization and bioconjugation of colloidal inorganic nanoparticles",Royal Society,2010,1564,,False,Pending
10.3390/s100605469,Metal Oxide Semi-Conductor Gas Sensors in Environmental Monitoring,Multidisciplinary Digital Publishing Institute,2010,1415,https://www.mdpi.com/1424-8220/10/6/5469/pdf?version=1403312554,True,Pending
10.1021/ja108948z,A Generalized Ligand-Exchange Strategy Enabling Sequential Surface Functionalization of Colloidal Nanocrystals,American Chemical Society,2010,884,,False,Pending
10.1016/j.nantod.2010.08.006,Colloidal heterostructured nanocrystals: Synthesis and growth mechanisms,Elsevier BV,2010,668,,False,Pending
10.1038/nmat3008,Bioinspired molecular co-catalysts bonded to a silicon photocathode for solar hydrogen evolution,Nature Portfolio,2011,639,,True,Pending
10.1021/ar2000327,Functionalization of Inorganic Nanoparticles for Bioimaging Applications,American Chemical Society,2011,605,,False,Pending
10.1016/j.mser.2010.12.001,Development of hafnium based high-k materials—A review,Elsevier BV,2011,566,,False,Pending
10.1021/jp2000442,Functionalization of Single-Layer MoS<sub>2</sub> Honeycomb Structures,American Chemical Society,2011,517,,False,Pending
10.1039/c1jm10407a,"Mesoporous titania photocatalysts: preparation, characterization and reaction mechanisms",Royal Society of Chemistry,2011,452,,True,Pending
10.1002/aenm.201100330,Atomic Layer Deposition of Tin Monosulfide Thin Films,Wiley,2011,438,,False,Pending
10.1021/nn1018945,"<i>In Vivo</i> Targeted Cancer Imaging, Sentinel Lymph Node Mapping and Multi-Channel Imaging with Biocompatible Silicon Nanocrystals",American Chemical Society,2010,412,,False,Pending
10.1016/j.addr.2012.08.015,Surface engineering of inorganic nanoparticles for imaging and therapy,Elsevier BV,2012,369,,False,Pending
10.1002/adma.201004325,Soluble and Stable <i>N</i>‐Heteropentacenes with High Field‐Effect Mobility,Advanced Materials,2011,362,,False,Pending
10.1002/adfm.201102155,"Electrical Transport Properties of Large, Individual NiCo<sub>2</sub>O<sub>4</sub> Nanoplates",Wiley,2012,323,,False,Pending
10.1002/anie.201004801,Water Splitting by Tungsten Oxide Prepared by Atomic Layer Deposition and Decorated with an Oxygen‐Evolving Catalyst,Wiley,2010,311,,False,Pending
10.1039/c0nr00962h,Toward quantitatively fluorescent carbon-based “quantum” dots,Royal Society of Chemistry,2011,297,,False,Pending
10.1002/anie.201105028,Facet‐Mediated Photodegradation of Organic Dye over Hematite Architectures by Visible Light,Wiley,2011,290,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.201105028,True,Pending
10.1039/c2cp41652b,Alignment of electronic energy levels at electrochemical interfaces,Royal Society of Chemistry,2012,287,,False,Pending
10.1002/adfm.201202061,"Size‐Controlled Synthesis of Cu<sub>2‐<i>x</i></sub>E (E = S, Se) Nanocrystals with Strong Tunable Near‐Infrared Localized Surface Plasmon Resonance and High Conductivity in Thin Films",Wiley,2012,284,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.201202061,True,Pending
10.1039/c2ee23170k,Influence of the dye molecular structure on the TiO<sub>2</sub>conduction band in dye-sensitized solar cells: disentangling charge transfer and electrostatic effects,Royal Society of Chemistry,2012,261,,True,Pending
10.1002/ar.22602,Use of Fluorescent Probes: Their Effect on Cell Biology and Limitations,Wiley,2012,255,,False,Pending
10.1109/tdmr.2010.2069561,Instabilities in Amorphous Oxide Semiconductor Thin-Film Transistors,Institute of Electrical and Electronics Engineers,2010,253,,False,Pending
10.1021/cm103206x,Phloroglucinol Based Microporous Polymeric Organic Frameworks with −OH Functional Groups and High CO<sub>2</sub> Capture Capacity,American Chemical Society,2011,246,,False,Pending
10.1039/c1cp22663k,"Computational modelling of TiO<sub>2</sub>surfaces sensitized by organic dyes with different anchoring groups: adsorption modes, electronic structure and implication for electron injection/recombination",Royal Society of Chemistry,2011,213,,False,Pending
10.1021/ar200077p,Multistage Nanovectors: From Concept to Novel Imaging Contrast Agents and Therapeutics,American Chemical Society,2011,208,,True,Pending
10.1007/s11434-012-4986-5,A brief review of graphene-based material synthesis and its application in environmental pollution management,Springer Nature,2012,192,https://link.springer.com/content/pdf/10.1007/s11434-012-4986-5.pdf,True,Pending
10.1258/ebm.2011.011132,Carbon dots of different composition and surface functionalization: cytotoxicity issues relevant to fluorescence cell imaging,SAGE Publishing,2011,186,,False,Pending
10.1364/oe.17.018364,Deposition of carbon nanotubes around microfiber via evanascent light,Optica Publishing Group,2009,169,,True,Pending
10.1021/la201273x,"Characterization of Primary Amine Capped CdSe, ZnSe, and ZnS Quantum Dots by FT-IR: Determination of Surface Bonding Interaction and Identification of Selective Desorption",American Chemical Society,2011,166,,False,Pending
10.1002/adma.201004278,Top‐Gate Organic Field‐Effect Transistors with High Environmental and Operational Stability,Advanced Materials,2011,164,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.201004278,True,Pending
10.1021/nl2028848,"Robust, Functional Nanocrystal Solids by Infilling with Atomic Layer Deposition",American Chemical Society,2011,159,,False,Pending
10.1021/jp905317n,Area-Selective ALD with Soft Lithographic Methods: Using Self-Assembled Monolayers to Direct Film Deposition,American Chemical Society,2009,149,,False,Pending
10.1021/nn2004298,Air-Stable Conversion of Separated Carbon Nanotube Thin-Film Transistors from p-Type to n-Type Using Atomic Layer Deposition of High-κ Oxide and Its Application in CMOS Logic Circuits,American Chemical Society,2011,147,,False,Pending
10.1021/nl200803q,Aryl Functionalization as a Route to Band Gap Engineering in Single Layer Graphene Devices,American Chemical Society,2011,143,,True,Pending
10.1002/smll.201002254,Contact Doping and Ultrathin Gate Dielectrics for Nanoscale Organic Thin‐Film Transistors,Wiley,2011,133,,False,Pending
10.1021/ja208337r,Surface-Functionalization-Dependent Optical Properties of II–VI Semiconductor Nanocrystals,American Chemical Society,2011,127,,False,Pending
10.1021/la904122e,Area-Selective Atomic Layer Deposition of Lead Sulfide: Nanoscale Patterning and DFT Simulations,American Chemical Society,2010,60,,False,Pending
10.1149/1.3504196,Atomic Layer Deposition of Ni Thin Films and Application to Area-Selective Deposition,Institute of Physics,2010,84,,False,Pending
10.1063/1.3431351,Local deposition of high-purity Pt nanostructures by combining electron beam induced deposition and atomic layer deposition,American Institute of Physics,2010,74,https://aip.scitation.org/doi/pdf/10.1063/1.3431351,True,Pending
10.1149/1.3248002,High Quality Area-Selective Atomic Layer Deposition Co Using Ammonia Gas as a Reactant,Institute of Physics,2009,72,,False,Pending
10.1149/1.3491376,Area Selective Atomic Layer Deposition by Microcontact Printing with a Water-Soluble Polymer,Institute of Physics,2010,24,,False,Pending
10.1007/s00702-009-0218-9,ApoE4-dependent Aβ-mediated neurodegeneration is associated with inflammatory activation in the hippocampus but not the septum,Springer Science+Business Media,2009,37,,False,Pending
10.1149/1.3158593,Area-Selective Atomic Layer Deposition Using Self-Assembled Monolayer and Scanning Probe Lithography,Institute of Physics,2009,34,,False,Pending
10.3938/jkps.56.104,?The Degradation of Deposition Blocking Layer during Area Selective Plasma Enhanced Atomic Layer Deposition of Cobalt,Springer Science+Business Media,2010,28,,False,Pending
10.1088/0960-1317/21/12/125003,Porous inorganic–organic hybrid material by oxygen plasma treatment,IOP Publishing,2011,13,,False,Pending
10.1016/j.apsusc.2011.09.098,Tailoring the wettability of nanocrystalline TiO2 films,Elsevier BV,2011,9,,False,Pending
10.1016/j.jcrysgro.2010.12.033,Area selective epitaxy of InAs on GaAs(0 0 1) and GaAs(1 1 1)A by migration enhanced epitaxy,Elsevier BV,2010,6,,False,Pending
10.1155/2011/342368,Functionalization and Area-Selective Deposition of Magnetic Carbon-Coated Iron Nanoparticles from Solution,Hindawi Publishing Corporation,2011,5,https://downloads.hindawi.com/journals/jnt/2011/342368.pdf,True,Pending
10.1149/1.3205050,Effects of Surface Functionalization on Titanium Dioxide Atomic Layer Deposition on Ge Surfaces,Institute of Physics,2009,5,,False,Pending
10.1039/b800274f,Graphitic carbon nitride materials: variation of structure and morphology and their use as metal-free catalysts,Royal Society of Chemistry,2008,3330,,False,Pending
10.1021/ja073527l,Carbon Dots for Multiphoton Bioimaging,American Chemical Society,2007,2160,,True,Pending
10.1103/physrevb.80.155453,Monolayer honeycomb structures of group-IV elements and III-V binary compounds: First-principles calculations,American Physical Society,2009,2154,http://link.aps.org/pdf/10.1103/PhysRevB.80.155453,True,Pending
10.1002/anie.200700269,Colorimetric Detection of Mercuric Ion (Hg<sup>2+</sup>) in Aqueous Media using DNA‐Functionalized Gold Nanoparticles,Wiley,2007,1300,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.200700269,True,Pending
10.1146/annurev.bioeng.9.060906.152025,Nanotechnology Applications in Cancer,Annual Reviews,2007,1105,,False,Pending
10.1002/adma.200700079,Synthesis and Surface Engineering of Complex Nanostructures by Atomic Layer Deposition,Advanced Materials,2007,869,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.200700079,True,Pending
10.1016/j.tsf.2008.09.007,Applications of atomic layer deposition to nanofabrication and emerging nanodevices,Elsevier BV,2008,583,,False,Pending
10.1021/nn800353q,"ZnO-Based Hollow Nanoparticles by Selective Etching: Elimination and Reconstruction of Metal−Semiconductor Interface, Improvement of Blue Emission and Photocatalysis",American Chemical Society,2008,544,,False,Pending
10.1038/nmat2122,Contact-induced crystallinity for high-performance soluble acene-based transistors and circuits,Nature Portfolio,2008,462,,False,Pending
10.1021/ar700183b,Controlling Transport and Chemical Functionality of Magnetic Nanoparticles,American Chemical Society,2008,381,,False,Pending
10.1109/led.2009.2020699,Epitaxial-Graphene RF Field-Effect Transistors on Si-Face 6H-SiC Substrates,Institute of Electrical and Electronics Engineers,2009,373,,False,Pending
