doi,title,publication_year,cited_by_count,citation_normalized_percentile,pdf_url,open_access,source,priority,download_status
10.1038/s41467-025-59895-9,Grain boundary amorphization as a strategy to mitigate lithium dendrite growth in solid-state batteries,2025.0,21,0.99388234,https://www.nature.com/articles/s41467-025-59895-9.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/adma.202417171,Solid Catholyte with Regulated Interphase Redox for All‐Solid‐State Lithium‐Sulfur Batteries,2025.0,20,0.9929096,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/aenm.202405593,Elucidation of Li<sup>+</sup> Conduction Behavior in MOF Glass Electrolyte Toward Long‐Cycling and High C‐Rate Lithium Metal Batteries,2025.0,19,0.99211204,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202405593,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/aenm.202406176,Tailoring Multiple Interactions in Poly (Urethane‐Urea)‐Based Solid‐State Polymer Electrolytes for Long‐Term Cycling Lithium Metal Batteries,2025.0,19,0.99249727,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202406176,True,Yearly TOP 1.0% cited,1,Success (API)
10.1038/s41563-025-02238-2,Suppressing argyrodite oxidation by tuning the host structure for high-areal-capacity all-solid-state lithium–sulfur batteries,2025.0,19,0.99273824,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/adma.202510376,Ultrathin Polymer Electrolyte With Fast Ion Transport and Stable Interface for Practical Solid‐state Lithium Metal Batteries,2025.0,19,0.99268831,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202510376,True,Yearly TOP 1.0% cited,1,Success (API)
10.1021/acsnano.4c14322,Protective Coating of Single-Crystalline Ni-Rich Cathode Enables Fast Charging in All-Solid-State Batteries,2025.0,18,0.99145921,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.20517/energymater.2024.195,Improved interfacial li-ion transport in composite polymer electrolytes via surface modification of LLZO,2025.0,17,0.99044896,https://f.oaes.cc/xmlpdf/196ca639-3b2c-4377-896a-67c7b10fede0/em40195.pdf,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/adfm.202419998,Electrostatic Force‐Tailored PEO‐Based Solid Electrolyte with Fast Li<sup>+</sup> Transport for Ultra‐Robust Lithium Metal Batteries,2025.0,17,0.99074091,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202419998,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/adfm.202501573,Scalable Interfacial Engineering with Lithiophilic‐Lithiophobic Layers for High‐Performance All‐Solid‐State Li‐Metal Batteries,2025.0,17,0.9908614,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202501573,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/adma.202500142,Robust and Antioxidative Quasi‐Solid‐State Polymer Electrolytes for Long‐Cycling 4.6 V Lithium Metal Batteries,2025.0,17,0.99079815,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202500142,True,Yearly TOP 1.0% cited,1,Success (API)
10.1038/s41467-025-59567-8,Imaging the evolution of lithium-solid electrolyte interface using operando scanning electron microscopy,2025.0,17,0.99096412,https://www.nature.com/articles/s41467-025-59567-8.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1021/jacs.5c04113,Nanoscale Origin of the Soft-to-Hard Short-Circuit Transition in Inorganic Solid-State Electrolytes,2025.0,17,0.99113945,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.34133/energymatadv.0085,Improving the Safety of HED LIBs by Co-Coating Separators with Ceramics and Solid-State Electrolytes,2024.0,15,0.99582505,,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/advs.202521791,Synergistic Effects of Solid Electrolyte Mild Sintering and Lithium Surface Passivation for Enhanced Lithium Metal Cycling in All‐Solid‐State Batteries,2026.0,1,0.99728393,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202521791,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/adfm.73857,A Synergistically Interlocked Ultrathin yet Robust Composite Electrolyte for Solid‐State Lithium Metal Batteries,2026.0,1,0.99749286,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1021/jacs.5c14825,Li <sub> 1+ <i>x</i> </sub> TaO <sub> <i>x</i> </sub> F <sub> 6– <i>x</i> </sub> Oxyfluoride Solid Electrolytes with Amorphization-Driven Enhancement of Ion Conduction Channels for 5 V All-Solid-State Batteries,2026.0,1,0.99867679,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1038/s41563-025-02465-7,Heterogeneous doping via nanoscale coating impacts the mechanics of Li intrusion in brittle solid electrolytes,2026.0,1,0.99888572,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1149/1.1836378,A Polymer Electrolyte‐Based Rechargeable Lithium/Oxygen Battery,1996.0,2046,0.93021725,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1111/j.1151-2916.2003.tb03318.x,"Novel Fast Lithium Ion Conduction in Garnet‐Type Li <sub>5</sub> La <sub>3</sub> M <sub>2</sub> O <sub>12</sub> (M = Nb, Ta)",2003.0,761,0.9340034,,False,Overall Top Citation,2,Success (API)
10.1016/j.jpowsour.2006.01.038,Power and thermal characterization of a lithium-ion battery pack for hybrid-electric vehicles,2006.0,729,0.96782373,,False,Overall Top Citation,2,Failed (Crawling Timeout or Error)
10.1021/cm901819c,Interfacial Observation between LiCoO<sub>2</sub> Electrode and Li<sub>2</sub>S−P<sub>2</sub>S<sub>5</sub> Solid Electrolytes of All-Solid-State Lithium Secondary Batteries Using Transmission Electron Microscopy,2009.0,618,0.96187495,,False,Overall Top Citation,2,Success (Crawling)
10.1016/j.ssi.2010.10.013,Structural change of Li2S–P2S5 sulfide solid electrolytes in the atmosphere,2010.0,522,0.93343951,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.ssi.2012.06.008,"Mechanochemical synthesis of Li-argyrodite Li6PS5X (X=Cl, Br, I) as sulfur-based solid electrolytes for all solid state batteries application",2012.0,504,0.95873807,,False,Overall Top Citation,2,Failed (Crawling Timeout or Error)
10.1002/adfm.200400044,"Li<sub>6</sub>ALa<sub>2</sub>Ta<sub>2</sub>O<sub>12</sub> (A = Sr, Ba): Novel Garnet‐Like Oxides for Fast Lithium Ion Conduction",2005.0,464,0.96707878,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.200400044,True,Overall Top Citation,2,Success (API)
10.1002/pssa.201001117,Studies of lithium argyrodite solid electrolytes for all‐solid‐state batteries,2011.0,352,0.95435743,,True,Overall Top Citation,2,Success (API)
10.1016/j.ssi.2016.11.029,Redox activity of argyrodite Li6PS5Cl electrolyte in all-solid-state Li-ion battery: An XPS study,2016.0,339,0.98654782,https://www.sciencedirect.com/science/article/pii/S0167273816307512,True,Overall Top Citation,2,Success (Sci-Hub)
10.1021/jacs.7b09531,Interfacial Chemistry in Solid-State Batteries: Formation of Interphase and Its Consequences,2017.0,324,0.98986237,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/s1388-2481(03)00167-x,All-solid-state Li/S batteries with highly conductive glass–ceramic electrolytes,2003.0,313,0.92157485,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2009.11.146,Ternary polymer electrolytes containing pyrrolidinium-based polymeric ionic liquids for lithium batteries,2009.0,309,0.98309724,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.chemmater.8b03272,Machine Learning-Assisted Discovery of Solid Li-Ion Conducting Materials,2018.0,309,0.98797363,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1149/1.1391560,Rubbery Block Copolymer Electrolytes for Solid‐State Rechargeable Lithium Batteries,1999.0,303,0.9847581,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.electacta.2016.08.081,"Synthesis, structure and electrochemical performance of the argyrodite Li 6 PS 5 Cl solid electrolyte for Li-ion solid state batteries",2016.0,291,0.98729454,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1149/2.030207jes,Separation of Charge Transfer and Contact Resistance in LiFePO<sub>4</sub>-Cathodes by Impedance Modeling,2012.0,286,0.97234024,,False,Overall Top Citation,2,Failed (Crawling Timeout or Error)
10.1021/cm900279u,"Electrochemical and Structural Study of the Layered, “Li-Excess” Lithium-Ion Battery Electrode Material Li[Li<sub>1/9</sub>Ni<sub>1/3</sub>Mn<sub>5/9</sub>]O<sub>2</sub>",2009.0,284,0.98966893,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/jacs.5b04444,Structural and Mechanistic Insights into Fast Lithium-Ion Conduction in Li<sub>4</sub>SiO<sub>4</sub>–Li<sub>3</sub>PO<sub>4</sub> Solid Electrolytes,2015.0,279,0.98919147,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.201600655,Conveying Advanced Li‐ion Battery Materials into Practice The Impact of Electrode Slurry Preparation Skills,2016.0,276,0.98407821,,False,Overall Top Citation,2,Success (API)
10.1021/jacs.7b06834,Identifying the Structural Basis for the Increased Stability of the Solid Electrolyte Interphase Formed on Silicon with the Additive Fluoroethylene Carbonate,2017.0,269,0.9870775,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.201800703,Crosslinked Poly(tetrahydrofuran) as a Loosely Coordinating Polymer Electrolyte,2018.0,269,0.98840768,,True,Overall Top Citation,2,Success (API)
10.1021/cm303542x,Concerted Migration Mechanism in the Li Ion Dynamics of Garnet-Type Li<sub>7</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub>,2013.0,268,0.98415794,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.8b15121,High-Conductivity Argyrodite Li<sub>6</sub>PS<sub>5</sub>Cl Solid Electrolytes Prepared via Optimized Sintering Processes for All-Solid-State Lithium–Sulfur Batteries,2018.0,264,0.98520436,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2014.04.065,Co-sinterable lithium garnet-type oxide electrolyte with cathode for all-solid-state lithium ion battery,2014.0,263,0.98548796,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2007.06.050,How dynamic is the SEI?,2007.0,260,0.93660952,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.5b02528,"Interrelationships among Grain Size, Surface Composition, Air Stability, and Interfacial Resistance of Al-Substituted Li<sub>7</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub> Solid Electrolytes",2015.0,258,0.98864486,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.ssi.2014.10.017,Interface reactions between LiPON and lithium studied by in-situ X-ray photoemission,2014.0,256,0.97267852,,False,Overall Top Citation,2,Failed (Crawling Timeout or Error)
10.1111/j.1551-2916.2007.01827.x,Lithium Ion‐Conducting Glass–Ceramics of Li <sub>1.5</sub> Al <sub>0.5</sub> Ge <sub>1.5</sub> (PO <sub>4</sub> ) <sub>3</sub> – <i>x</i> Li <sub>2</sub> O ( <i>x</i> =0.0–0.20) with Good Electrical and Electrochemical Properties,2007.0,251,0.89541476,,False,Overall Top Citation,2,Success (API)
10.1007/s10008-011-1572-8,"Variation in structure and Li+-ion migration in argyrodite-type Li6PS5X (X = Cl, Br, I) solid electrolytes",2011.0,249,0.85701211,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.201502534,Li<sub>3</sub>N as a Cathode Additive for High‐Energy‐Density Lithium‐Ion Batteries,2016.0,247,0.97754968,,False,Overall Top Citation,2,Success (API)
10.1021/jp5002463,Solid-State Electrolytes: Revealing the Mechanisms of Li-Ion Conduction in Tetragonal and Cubic LLZO by First-Principles Calculations,2014.0,246,0.97222621,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.6b09059,About the Compatibility between High Voltage Spinel Cathode Materials and Solid Oxide Electrolytes as a Function of Temperature,2016.0,244,0.97328741,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.8b07476,Facile Synthesis toward the Optimal Structure-Conductivity Characteristics of the Argyrodite Li<sub>6</sub>PS<sub>5</sub>Cl Solid-State Electrolyte,2018.0,243,0.98769486,https://pubs.acs.org/doi/pdf/10.1021/acsami.8b07476,True,Overall Top Citation,2,Success (Sci-Hub)
10.1023/a:1018481030499,Analysis of capacity–rate data for lithium batteries using simplified models of the discharge process,1997.0,238,0.93048128,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2015.09.061,All solid state lithium batteries based on lamellar garnet-type ceramic electrolytes,2015.0,237,0.98963987,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.7b00614,Garnet-Type Fast Li-Ion Conductors with High Ionic Conductivities for All-Solid-State Batteries,2017.0,234,0.9894166,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.202001320,Enabling High‐Energy Solid‐State Batteries with Stable Anode Interphase by the Use of Columnar Silicon Anodes,2020.0,226,0.9876358,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202001320,True,Overall Top Citation,2,Success (API)
10.1021/jacs.5b10987,The Interplay of Al and Mg Speciation in Advanced Mg Battery Electrolyte Solutions,2015.0,225,0.98718436,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.electacta.2016.06.025,A new composite solid electrolyte PEO/Li10GeP2S12/SN for all-solid-state lithium battery,2016.0,224,0.98941611,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.chemmater.6b05369,Dual Substitution Strategy to Enhance Li<sup>+</sup> Ionic Conductivity in Li<sub>7</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub> Solid Electrolyte,2017.0,223,0.98881919,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/adma.201804439,A Quasi‐Solid‐State Flexible Fiber‐Shaped Li–CO<sub>2</sub> Battery with Low Overpotential and High Energy Efficiency,2018.0,222,0.98616668,,True,Overall Top Citation,2,Success (API)
10.1021/acs.chemmater.8b03321,Li<sub>3</sub>BO<sub>3</sub>–Li<sub>2</sub>CO<sub>3</sub>: Rationally Designed Buffering Phase for Sulfide All-Solid-State Li-Ion Batteries,2018.0,218,0.98614892,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsenergylett.0c01889,Solution-Processable Covalent Organic Framework Electrolytes for All-Solid-State Li–Organic Batteries,2020.0,217,0.98753432,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1149/1.3521414,Modeling All-Solid-State Li-Ion Batteries,2010.0,213,0.97364557,https://iopscience.iop.org/article/10.1149/1.3521414/pdf,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.electacta.2014.08.139,Comparative Study of TiS 2 /Li-In All-Solid-State Lithium Batteries Using Glass-Ceramic Li 3 PS 4 and Li 10 GeP 2 S 12 Solid Electrolytes,2014.0,210,0.98103762,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.ensm.2019.04.043,Elastic and well-aligned ceramic LLZO nanofiber based electrolytes for solid-state lithium batteries,2019.0,210,0.98955699,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1149/2.085207jes,Nanoscale Interface Modification of LiCoO<sub>2</sub>by Al<sub>2</sub>O<sub>3</sub>Atomic Layer Deposition for Solid-State Li Batteries,2012.0,209,0.97114918,,False,Overall Top Citation,2,Failed (Crawling Timeout or Error)
10.1021/acs.chemmater.6b00038,Crystal Structure of Garnet-Related Li-Ion Conductor Li<sub>7–3<i>x</i></sub>Ga<sub><i>x</i></sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub>: Fast Li-Ion Conduction Caused by a Different Cubic Modification?,2016.0,209,0.98698689,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1002/advs.201700996,High Ion‐Conducting Solid‐State Composite Electrolytes with Carbon Quantum Dot Nanofillers,2018.0,209,0.98810028,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201700996,True,Overall Top Citation,2,Success (API)
10.1021/acsami.6b14402,Enhancing the Lithium Ion Conductivity in Lithium Superionic Conductor (LISICON) Solid Electrolytes through a Mixed Polyanion Effect,2017.0,208,0.98561154,,True,Overall Top Citation,2,Success (Crawling)
10.1016/j.electacta.2017.10.037,A promising TPU/PEO blend polymer electrolyte for all-solid-state lithium ion batteries,2017.0,208,0.98278532,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.jpcc.9b02625,"Sulfolane-Based Highly Concentrated Electrolytes of Lithium Bis(trifluoromethanesulfonyl)amide: Ionic Transport, Li-Ion Coordination, and Li–S Battery Performance",2019.0,208,0.98957425,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2018.11.016,All-in-one improvement toward Li6PS5Br-Based solid electrolytes triggered by compositional tune,2018.0,206,0.98032594,https://ars.els-cdn.com/content/image/1-s2.0-S037877531831245X-fx1_lrg.jpg,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.ensm.2020.04.042,Enhanced ion conduction by enforcing structural disorder in Li-deficient argyrodites Li6−xPS5−xCl1+x,2020.0,206,0.98850544,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1126/science.204.4400.1371,Fast Ionic Transport in Solids,1979.0,205,0.98656634,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2012.08.041,All-solid-state Li–sulfur batteries with mesoporous electrode and thio-LISICON solid electrolyte,2012.0,204,0.98432097,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/adfm.201402538,Nanoconfined LiBH<sub>4</sub> as a Fast Lithium Ion Conductor,2014.0,204,0.96451881,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.201402538,True,Overall Top Citation,2,Success (Crawling)
10.1016/j.jpowsour.2017.01.037,Current limit diagrams for dendrite formation in solid-state electrolytes for Li-ion batteries,2017.0,202,0.98528986,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.jpclett.7b00593,Lithium Bis(fluorosulfonyl)imide/Poly(ethylene oxide) Polymer Electrolyte for All Solid-State Li–S Cell,2017.0,202,0.98861699,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.electacta.2018.10.005,A novel solid PEO/LLTO-nanowires polymer composite electrolyte for solid-state lithium-ion battery,2018.0,202,0.98720034,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/adma.201800615,Elevated‐Temperature 3D Printing of Hybrid Solid‐State Electrolyte for Li‐Ion Batteries,2018.0,201,0.98796662,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.201802927,Slurry‐Fabricable Li<sup>+</sup>‐Conductive Polymeric Binders for Practical All‐Solid‐State Lithium‐Ion Batteries Enabled by Solvate Ionic Liquids,2019.0,201,0.98863381,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.chemmater.7b00551,Structural and Electronic-State Changes of a Sulfide Solid Electrolyte during the Li Deinsertion–Insertion Processes,2017.0,200,0.98945796,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.joule.2019.07.008,Poly(Ionic Liquid)s-in-Salt Electrolytes with Co-coordination-Assisted Lithium-Ion Transport for Safe Batteries,2019.0,200,0.9834077,http://www.cell.com/article/S2542435119303526/pdf,True,Overall Top Citation,2,Success (Sci-Hub)
10.1038/s41467-020-19004-4,Enabling “lithium-free” manufacturing of pure lithium metal solid-state batteries through in situ plating,2020.0,200,0.9899881,https://www.nature.com/articles/s41467-020-19004-4.pdf,True,Overall Top Citation,2,Success (API)
10.1021/acsami.9b13955,Revealing Nanoscale Solid–Solid Interfacial Phenomena for Long-Life and High-Energy All-Solid-State Batteries,2019.0,199,0.98494394,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1039/c6ta10142a,"Tailored Li<sub>2</sub>S–P<sub>2</sub>S<sub>5</sub>glass-ceramic electrolyte by MoS<sub>2</sub>doping, possessing high ionic conductivity for all-solid-state lithium-sulfur batteries",2016.0,198,0.98980799,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/jacs.7b07904,<i>In Situ</i> Neutron Depth Profiling of Lithium Metal–Garnet Interfaces for Solid State Batteries,2017.0,198,0.98981181,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.joule.2020.04.002,Revealing the Impact of Space-Charge Layers on the Li-Ion Transport in All-Solid-State Batteries,2020.0,197,0.98891122,http://www.cell.com/article/S2542435120301409/pdf,True,Overall Top Citation,2,Success (Sci-Hub)
10.1038/s41467-020-15245-5,Low-temperature paddlewheel effect in glassy solid electrolytes,2020.0,195,0.98886165,https://www.nature.com/articles/s41467-020-15245-5.pdf,True,Overall Top Citation,2,Success (API)
10.1016/j.ijhydene.2016.04.160,Ionic liquid doped PEO-based solid polymer electrolytes for lithium-ion polymer batteries,2016.0,194,0.98502114,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.electacta.2015.08.046,W-Doped Li7La3Zr2O12 Ceramic Electrolytes for Solid State Li-ion Batteries,2015.0,193,0.97268189,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.ensm.2019.01.018,Manipulating Li2O atmosphere for sintering dense Li7La3Zr2O12 solid electrolyte,2019.0,193,0.98574696,,False,Overall Top Citation,2,Failed (Crawling Timeout or Error)
10.1016/j.nanoen.2018.03.020,Boosting the performance of lithium batteries with solid-liquid hybrid electrolytes: Interfacial properties and effects of liquid electrolytes,2018.0,191,0.98755669,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1038/s41467-018-06123-2,Advanced sulfide solid electrolyte by core-shell structural design,2018.0,191,0.9855252,https://www.nature.com/articles/s41467-018-06123-2.pdf,True,Overall Top Citation,2,Success (API)
10.1002/anie.201712769,Vacancy‐Controlled Na<sup>+</sup> Superion Conduction in Na<sub>11</sub>Sn<sub>2</sub>PS<sub>12</sub>,2017.0,189,0.98493141,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.chemmater.0c01489,Understanding the Electrochemical Stability Window of Polymer Electrolytes in Solid-State Batteries from Atomic-Scale Modeling: The Role of Li-Ion Salts,2020.0,188,0.98745584,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1038/nmat2474,Alkali metal crystalline polymer electrolytes,2009.0,186,0.98339175,,False,Overall Top Citation,2,Success (API)
10.1016/j.jpowsour.2016.05.100,Oxygen substitution effects in Li10GeP2S12 solid electrolyte,2016.0,186,0.95220668,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/0167-2738(82)90012-1,Lithium nitride and related materials case study of the use of modern solid state research techniques☆,1982.0,185,0.88551833,,False,Overall Top Citation,2,Failed (Crawling Timeout or Error)
10.1016/j.jpowsour.2010.06.114,Structural changes in a commercial lithium-ion battery during electrochemical cycling: An in situ neutron diffraction study,2010.0,185,0.98350265,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.elecom.2016.02.022,A highly-concentrated poly(ethylene carbonate)-based electrolyte for all-solid-state Li battery working at room temperature,2016.0,184,0.98933654,,True,Overall Top Citation,2,Failed (Crawling Timeout or Error)
10.1021/acsenergylett.0c01690,High Ionic Conductivity Achieved in Li<sub>3</sub>Y(Br<sub>3</sub>Cl<sub>3</sub>) Mixed Halide Solid Electrolyte via Promoted Diffusion Pathways and Enhanced Grain Boundary,2020.0,184,0.98044437,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2005.06.026,Solid-state Li/LiFePO4 polymer electrolyte batteries incorporating an ionic liquid cycled at 40°C,2005.0,183,0.98654891,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.electacta.2016.09.155,Preparation of Li7P3S11 glass-ceramic electrolyte by dissolution-evaporation method for all-solid-state lithium ion batteries,2016.0,181,0.98467003,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/adfm.201909267,Defective 2D Covalent Organic Frameworks for Postfunctionalization,2020.0,180,0.98888622,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1111/ijag.12084,Sulfide Glass‐Ceramic Electrolytes for All‐Solid‐State Lithium and Sodium Batteries,2014.0,178,0.9824946,,False,Overall Top Citation,2,Success (Crawling)
10.1021/acs.nanolett.5b00326,New Lithium Metal Polymer Solid State Battery for an Ultrahigh Energy: Nano C-LiFePO<sub>4</sub> versus Nano Li<sub>1.2</sub>V<sub>3</sub>O<sub>8</sub>,2015.0,178,0.98328543,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.nanolett.9b02678,Stable Thiophosphate-Based All-Solid-State Lithium Batteries through Conformally Interfacial Nanocoating,2019.0,178,0.98270044,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/am4052188,Solid Electrolytes for Fluoride Ion Batteries: Ionic Conductivity in Polycrystalline Tysonite-Type Fluorides,2014.0,176,0.95117987,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.9b16936,Polyoxyethylene (PEO)|PEO–Perovskite|PEO Composite Electrolyte for All-Solid-State Lithium Metal Batteries,2019.0,176,0.98230299,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.201200267,Solid State Enabled Reversible Four Electron Storage,2012.0,175,0.98336011,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.chemmater.9b00282,Observation of Chemomechanical Failure and the Influence of Cutoff Potentials in All-Solid-State Li–S Batteries,2019.0,175,0.98689446,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.electacta.2016.10.122,Cross-Linked Solid Polymer Electrolyte for All-Solid-State Rechargeable Lithium Batteries,2016.0,174,0.98735487,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.chemmater.8b01713,"Structure, Chemistry, and Charge Transfer Resistance of the Interface between Li<sub>7</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub> Electrolyte and LiCoO<sub>2</sub> Cathode",2018.0,174,0.98510635,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1103/physrevb.87.134303,<i>Ab initio</i>study of the stabilities of and mechanism of superionic transport in lithium-rich antiperovskites,2013.0,173,0.9645444,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.ensm.2018.07.008,High air-stability and superior lithium ion conduction of Li3+3P1-Zn S4-O by aliovalent substitution of ZnO for all-solid-state lithium batteries,2018.0,173,0.97614699,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/batt.202000081,High Cycling Stability for Solid‐State Li Metal Batteries via Regulating Solvation Effect in Poly(Vinylidene Fluoride)‐Based Electrolytes,2020.0,173,0.98060658,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.mattod.2018.01.001,Lithium-ion conductive ceramic textile: A new architecture for flexible solid-state lithium metal batteries,2018.0,171,0.98680822,https://www.sciencedirect.com/science/article/am/pii/S1369702117306648?via%3Dihub,True,Overall Top Citation,2,Success (Sci-Hub)
10.1002/adma.201804142,A Dual‐Crosslinking Design for Resilient Lithium‐Ion Conductors,2018.0,171,0.98516872,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2018.11.036,"Poly(ethylene oxide) reinforced Li6PS5Cl composite solid electrolyte for all-solid-state lithium battery: Enhanced electrochemical performance, mechanical property and interfacial stability",2018.0,171,0.98556523,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1038/s41467-020-17493-x,Li2CO3-affiliative mechanism for air-accessible interface engineering of garnet electrolyte via facile liquid metal painting,2020.0,170,0.98940686,https://www.nature.com/articles/s41467-020-17493-x.pdf,True,Overall Top Citation,2,Success (API)
10.1002/aenm.202003114,Polymer‐Clay Nanocomposite Solid‐State Electrolyte with Selective Cation Transport Boosting and Retarded Lithium Dendrite Formation,2020.0,170,0.98508545,,False,Overall Top Citation,2,Success (Sci-Hub)
